보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
평리2동 1102-6,1,,대구광역시 서구 평리2동 1102-6,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1102-3,1,,대구광역시 서구 평리2동 1102-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1101-38,1,,대구광역시 서구 평리2동 1101-38,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1101-34,1,,대구광역시 서구 평리2동 1101-34,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1101-8,1,,대구광역시 서구 평리2동 1101-8,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1101-29,1,,대구광역시 서구 평리2동 1101-29,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1126-4,1,,대구광역시 서구 평리2동 1126-4,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1144-24,1,,대구광역시 서구 평리2동 1144-24,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1178-1,1,,대구광역시 서구 평리2동 1178-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1129-24,1,,대구광역시 서구 평리2동 1129-24,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1179-7,1,,대구광역시 서구 평리2동 1179-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1147-61,1,,대구광역시 서구 평리2동 1147-61,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1131-46,1,,대구광역시 서구 평리2동 1131-46,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1147-14,1,,대구광역시 서구 평리2동 1147-14,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1144-9,1,,대구광역시 서구 평리2동 1144-9,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-127,1,,대구광역시 서구 상중이동 42-127,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-150,1,,대구광역시 서구 상중이동 42-150,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-325,1,,대구광역시 서구 상중이동 42-325,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 508-0,1,,대구광역시 서구 상중이동 508-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 572-2,1,,대구광역시 서구 상중이동 572-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 594-0,1,,대구광역시 서구 상중이동 594-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 37-5,1,,대구광역시 서구 상중이동 37-5,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 239-56,1,,대구광역시 서구 상중이동 239-56,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 245-20,1,,대구광역시 서구 상중이동 245-20,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-78,1,,대구광역시 서구 상중이동 42-78,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-342,1,,대구광역시 서구 상중이동 42-342,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-71,1,,대구광역시 서구 상중이동 42-71,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-200,1,,대구광역시 서구 상중이동 42-200,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-42,1,,대구광역시 서구 상중이동 42-42,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-42,1,,대구광역시 서구 상중이동 42-42,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-80,1,,대구광역시 서구 상중이동 42-80,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-65,1,,대구광역시 서구 상중이동 42-65,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1091-2,1,,대구광역시 서구 상중이동 1091-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1092-10,1,,대구광역시 서구 상중이동 1092-10,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1091-9,1,,대구광역시 서구 상중이동 1091-9,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 486-1,1,,대구광역시 서구 상중이동 486-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1101-0,1,,대구광역시 서구 상중이동 1101-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1103-0,1,,대구광역시 서구 상중이동 1103-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 614-0,1,,대구광역시 서구 상중이동 614-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1136-41,1,,대구광역시 서구 상중이동 1136-41,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1136-30,1,,대구광역시 서구 상중이동 1136-30,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1136-7,1,,대구광역시 서구 상중이동 1136-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1136-38,1,,대구광역시 서구 상중이동 1136-38,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1136-36,1,,대구광역시 서구 상중이동 1136-36,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1136-87,1,,대구광역시 서구 상중이동 1136-87,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 705-5,1,,대구광역시 서구 상중이동 705-5,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 705-22,1,,대구광역시 서구 상중이동 705-22,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 925-30,1,,대구광역시 서구 내당2·3동 925-30,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 925-16,1,,대구광역시 서구 내당2·3동 925-16,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 924-5,1,,대구광역시 서구 내당2·3동 924-5,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 924-2,1,,대구광역시 서구 내당2·3동 924-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-37,1,,대구광역시 서구 내당2·3동 923-37,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-37,1,,대구광역시 서구 내당2·3동 923-37,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-135,1,,대구광역시 서구 내당2·3동 923-135,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-181,1,,대구광역시 서구 내당2·3동 923-181,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-164,1,,대구광역시 서구 내당2·3동 923-164,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-110,1,,대구광역시 서구 내당2·3동 923-110,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-160,1,,대구광역시 서구 내당2·3동 923-160,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 6-18,1,,대구광역시 서구 내당2·3동 6-18,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 6-8,1,,대구광역시 서구 내당2·3동 6-8,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 6-10,1,,대구광역시 서구 내당2·3동 6-10,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 6-18,1,,대구광역시 서구 내당2·3동 6-18,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-150,1,,대구광역시 서구 내당2·3동 923-150,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-136,1,,대구광역시 서구 내당2·3동 923-136,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 901-28,1,,대구광역시 서구 내당2·3동 901-28,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-73,1,,대구광역시 서구 내당2·3동 923-73,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-27,1,,대구광역시 서구 내당2·3동 923-27,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-103,1,,대구광역시 서구 내당2·3동 923-103,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-107,1,,대구광역시 서구 내당2·3동 923-107,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-63,1,,대구광역시 서구 내당2·3동 11-63,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-49,1,,대구광역시 서구 내당2·3동 11-49,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-21,1,,대구광역시 서구 내당2·3동 11-21,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-61,1,,대구광역시 서구 내당2·3동 11-61,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-20,1,,대구광역시 서구 내당2·3동 11-20,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-19,1,,대구광역시 서구 내당2·3동 11-19,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-31,1,,대구광역시 서구 내당2·3동 11-31,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 11-29,1,,대구광역시 서구 내당2·3동 11-29,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 3-1,1,,대구광역시 서구 내당2·3동 3-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 61-20,1,,대구광역시 서구 내당1동 61-20,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 13-45,1,,대구광역시 서구 내당1동 13-45,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 12-35,1,,대구광역시 서구 내당1동 12-35,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 64-7,1,,대구광역시 서구 내당1동 64-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 13-45,1,,대구광역시 서구 내당1동 13-45,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 64-3,1,,대구광역시 서구 내당1동 64-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 64-2,1,,대구광역시 서구 내당1동 64-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 13-39,1,,대구광역시 서구 내당1동 13-39,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 64-10,1,,대구광역시 서구 내당1동 64-10,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 64-14,1,,대구광역시 서구 내당1동 64-14,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 61-2,1,,대구광역시 서구 내당1동 61-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 61-7,1,,대구광역시 서구 내당1동 61-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 20-5,1,,대구광역시 서구 내당1동 20-5,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 10-2,1,,대구광역시 서구 내당1동 10-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당1동 10-7,1,,대구광역시 서구 내당1동 10-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 2-32,1,,대구광역시 서구 내당2·3동 2-32,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-37,1,,대구광역시 서구 내당2·3동 1-37,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-6,1,,대구광역시 서구 내당2·3동 1-6,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-28,1,,대구광역시 서구 내당2·3동 1-28,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-42,1,,대구광역시 서구 내당2·3동 1-42,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-95,1,,대구광역시 서구 내당2·3동 923-95,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-99,1,,대구광역시 서구 내당2·3동 923-99,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-25,1,,대구광역시 서구 내당2·3동 1-25,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 923-96,1,,대구광역시 서구 내당2·3동 923-96,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-21,1,,대구광역시 서구 내당2·3동 1-21,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-14,1,,대구광역시 서구 내당2·3동 1-14,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 4-3,1,,대구광역시 서구 내당2·3동 4-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 5-3,1,,대구광역시 서구 내당2·3동 5-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1-40,1,,대구광역시 서구 내당2·3동 1-40,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 6-0,1,,대구광역시 서구 내당2·3동 6-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 6-0,1,,대구광역시 서구 내당2·3동 6-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 922-5,1,,대구광역시 서구 내당2·3동 922-5,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 843-4,1,,대구광역시 서구 평리1동 843-4,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 806-48,1,,대구광역시 서구 평리1동 806-48,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 1047-12,1,,대구광역시 서구 평리1동 1047-12,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 654-22,1,,대구광역시 서구 평리1동 654-22,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 657-23,1,,대구광역시 서구 평리1동 657-23,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 1048-44,1,,대구광역시 서구 평리1동 1048-44,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 1059-6,1,,대구광역시 서구 평리1동 1059-6,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 772-5,1,,대구광역시 서구 평리1동 772-5,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 1051-2,1,,대구광역시 서구 평리1동 1051-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리1동 812-36,1,,대구광역시 서구 평리1동 812-36,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1122-17,1,,대구광역시 서구 평리2동 1122-17,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1122-21,1,,대구광역시 서구 평리2동 1122-21,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1122-48,1,,대구광역시 서구 평리2동 1122-48,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1122-36,1,,대구광역시 서구 평리2동 1122-36,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1122-1,1,,대구광역시 서구 평리2동 1122-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1102-11,1,,대구광역시 서구 내당2·3동 1102-11,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1103-3,1,,대구광역시 서구 내당2·3동 1103-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1104-3,1,,대구광역시 서구 내당2·3동 1104-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1105-2,1,,대구광역시 서구 내당2·3동 1105-2,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1105-3,1,,대구광역시 서구 내당2·3동 1105-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1105-17,1,,대구광역시 서구 내당2·3동 1105-17,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 889-16,1,,대구광역시 서구 내당2·3동 889-16,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 868-15,1,,대구광역시 서구 내당2·3동 868-15,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 982-10,1,,대구광역시 서구 내당2·3동 982-10,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 982-6,1,,대구광역시 서구 내당2·3동 982-6,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1103-3,1,,대구광역시 서구 내당2·3동 1103-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 983-15,1,,대구광역시 서구 내당2·3동 983-15,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 983-12,1,,대구광역시 서구 내당2·3동 983-12,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 982-5,1,,대구광역시 서구 내당2·3동 982-5,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 980-57,1,,대구광역시 서구 내당2·3동 980-57,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 1018-9,1,,대구광역시 서구 내당2·3동 1018-9,,,,,053-663-2884,대구광역시 서구청,2019.6.11
내당2·3동 980-38,1,,대구광역시 서구 내당2·3동 980-38,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1096-15,1,,대구광역시 서구 평리2동 1096-15,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1097-1,1,,대구광역시 서구 평리2동 1097-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1098-1,1,,대구광역시 서구 평리2동 1098-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1098-3,1,,대구광역시 서구 평리2동 1098-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1098-6,1,,대구광역시 서구 평리2동 1098-6,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1098-9,1,,대구광역시 서구 평리2동 1098-9,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1098-14,1,,대구광역시 서구 평리2동 1098-14,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1098-16,1,,대구광역시 서구 평리2동 1098-16,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1098-23,1,,대구광역시 서구 평리2동 1098-23,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1102-23,1,,대구광역시 서구 평리2동 1102-23,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리2동 1104-1,1,,대구광역시 서구 평리2동 1104-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 450-0,1,,대구광역시 서구 상중이동 450-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 100-6,1,,대구광역시 서구 상중이동 100-6,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-499,1,,대구광역시 서구 상중이동 42-499,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 산124-3,1,,대구광역시 서구 상중이동 산124-3,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1059-0,1,,대구광역시 서구 상중이동 1059-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1059-0,1,,대구광역시 서구 상중이동 1059-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1020-9,1,,대구광역시 서구 상중이동 1020-9,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 75-1,1,,대구광역시 서구 상중이동 75-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 520-4,1,,대구광역시 서구 상중이동 520-4,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1020-1,1,,대구광역시 서구 상중이동 1020-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1020-1,1,,대구광역시 서구 상중이동 1020-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1091-7,1,,대구광역시 서구 상중이동 1091-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1091-7,1,,대구광역시 서구 상중이동 1091-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 45-283,1,,대구광역시 서구 상중이동 45-283,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1020-1,1,,대구광역시 서구 상중이동 1020-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 634-0,1,,대구광역시 서구 상중이동 634-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 45-262,1,,대구광역시 서구 상중이동 45-262,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-314,1,,대구광역시 서구 상중이동 42-314,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-19,1,,대구광역시 서구 상중이동 42-19,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 42-177,1,,대구광역시 서구 상중이동 42-177,,,,,053-663-2884,대구광역시 서구청,2019.6.11
상중이동 1021-0,1,,대구광역시 서구 상중이동 1021-0,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리6동 623-25,1,,대구광역시 서구 평리6동 623-25,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리6동 623-13,1,,대구광역시 서구 평리6동 623-13,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리6동 623-8,1,,대구광역시 서구 평리6동 623-8,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리6동 628-7,1,,대구광역시 서구 평리6동 628-7,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리6동 628-36,1,,대구광역시 서구 평리6동 628-36,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리6동 606-1,1,,대구광역시 서구 평리6동 606-1,,,,,053-663-2884,대구광역시 서구청,2019.6.11
평리6동 634-40,1,,대구광역시 서구 평리6동 634-40,,,,,053-663-2884,대구광역시 서구청,2019.6.11
